pid,memory_percent,name,num_threads,cpu_percent,cpu_times,gids,status,io_counters,nice,memory_info,num_ctx_switches,ionice,num_fds,cpu_affinity,memory_swap,tcp,udp,extended_stats,key,time_since_update,cmdline,username,iteration&time
21050,0.5960884087741434,node,13,0.5,"[0.63, 0.45, 0.31, 0.06, 0.0]","[1000, 1000, 1000]",S,"[0, 0, 0, 0, 1]",0,"[49172480, 659959808, 33058816, 70565888, 0, 107401216, 0]","[1352, 3]","[0, 4]",23.0,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,0.0,True,pid,12.877415895462036,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=ptyHost', '--logsPath', '/home/aman/.vscode-server/data/logs/20221102T165538']",aman,1:1667388439.516124
21115,0.9837320745217266,node,12,0.4,"[2.08, 0.59, 0.14, 1.29, 0.0]","[1000, 1000, 1000]",S,"[0, 16384, 0, 16384, 1]",0,"[81149952, 840970240, 37306368, 70565888, 0, 126402560, 0]",,,,,,,,,pid,12.877415895462036,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=extensionHost', '--transformURIs', '--useHostProxy=true']",aman,1:1667388439.516124
21215,0.38277763792085556,glances,1,0.4,"[0.41, 0.14, 0.0, 0.01, 0.12]","[1000, 1000, 1000]",R,"[8032256, 8192, 8032256, 8192, 1]",0,"[31576064, 191401984, 9289728, 1728512, 0, 39424000, 0]",,,,,,,,,pid,12.877415895462036,"['/home/aman/miniconda3/envs/srini/bin/python', '/home/aman/miniconda3/envs/srini/bin/glances', '-w', '--disable-webui']",aman,1:1667388439.516124
21030,0.8714162077456239,node,11,0.3,"[4.06, 2.33, 1.15, 0.62, 0.0]","[1000, 1000, 1000]",S,"[4096, 45056, 4096, 36864, 1]",0,"[71884800, 956350464, 35475456, 70565888, 0, 110661632, 0]",,,,,,,,,pid,12.877415895462036,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/server-main.js', '--host=127.0.0.1', '--port=0', '--connection-token=3647676808-3054417961-232110392-2849842855', '--use-host-proxy', '--without-browser-env-var', '--disable-websocket-compression', '--accept-server-license-terms', '--telemetry-level=all']",aman,1:1667388439.516124
21043,0.4551722151797228,node,7,0.2,"[0.29, 0.14, 0.0, 0.0, 0.0]","[1000, 1000, 1000]",S,"[0, 0, 0, 0, 1]",0,"[37548032, 600866816, 26939392, 70565888, 0, 54177792, 0]",,,,,,,,,pid,12.877415895462036,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '-e', "" const net = require('net'); process.stdin.pause(); const client = net.createConnection({ host: '127.0.0.1', port: 38237 }, () => { client.pipe(process.stdout); process.stdin.pipe(client); }); client.on('close', function (hadError) { console.error(hadError ? 'Remote close with error' : 'Remote close'); process.exit(hadError ? 1 : 0); }); client.on('error', function (err) { process.stderr.write(err && (err.stack || err.message) || String(err)); });""]",aman,1:1667388439.516124
21085,0.5314397533619039,node,13,0.1,"[0.38, 1.15, 0.0, 0.0, 0.0]","[1000, 1000, 1000]",S,"[4096, 0, 4096, 0, 1]",0,"[43839488, 855556096, 32415744, 70565888, 0, 103956480, 0]",,,,,,,,,pid,12.877415895462036,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=fileWatcher']",aman,1:1667388439.516124
21078,0.42557882145799103,node,7,0.1,"[0.19, 0.23, 0.0, 0.0, 0.0]","[1000, 1000, 1000]",S,"[0, 0, 0, 0, 1]",0,"[35106816, 530186240, 26779648, 70565888, 0, 51519488, 0]",,,,,,,,,pid,12.877415895462036,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '-e', "" const net = require('net'); process.stdin.pause(); const client = net.createConnection({ host: '127.0.0.1', port: 38237 }, () => { client.pipe(process.stdout); process.stdin.pipe(client); }); client.on('close', function (hadError) { console.error(hadError ? 'Remote close with error' : 'Remote close'); process.exit(hadError ? 1 : 0); }); client.on('error', function (err) { process.stderr.write(err && (err.stack || err.message) || String(err)); });""]",aman,1:1667388439.516124
21076,0.0013406403196086522,init,1,0.1,"[0.01, 0.08, 0.0, 0.0, 0.0]","[0, 0, 0]",S,"[0, 0, 0, 0, 0]",0,"[110592, 1871872, 0, 1003520, 0, 471040, 0]",,,,,,,,,pid,12.877415895462036,['/init'],root,1:1667388439.516124
21450,0.8837302373479553,python,1,0.0,"[0.77, 0.44, 0.0, 0.0, 0.0]","[1000, 1000, 1000]",S,"[0, 0, 0, 0, 0]",0,"[72900608, 427003904, 24780800, 1728512, 0, 310726656, 0]",,,,,,,,,pid,12.877415895462036,"['python', 'psaz_collect.py', 'config.yaml']",aman,1:1667388439.516124
21246,0.06708166932560329,bash,1,0.0,"[0.04, 0.03, 1.95, 0.79, 0.0]","[1000, 1000, 1000]",S,"[16642048, 0, 4096, 0, 1]",0,"[5533696, 10407936, 3641344, 724992, 0, 1937408, 0]",,,,,,,,,pid,12.877415895462036,"['/usr/bin/bash', '--init-file', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh']",aman,1:1667388439.516124
