nice,io_counters,status,num_threads,pid,cpu_percent,memory_info,gids,name,cpu_times,memory_percent,ionice,num_fds,num_ctx_switches,cpu_affinity,memory_swap,tcp,udp,extended_stats,key,time_since_update,cmdline,username,iteration&time
0,"[35549184, 0, 35528704, 0, 1]",S,1,414,0.4,"[61505536, 428564480, 12312576, 1728512, 0, 312287232, 0]","[1000, 1000, 1000]",python,"[42.62, 6.52, 0.0, 0.0, 0.22]",0.7455946310830933,"[0, 0]",6.0,"[128704, 184]","[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.0,0.0,True,pid,20.223755598068237,"['python', 'psaz_colllect.py', 'config.yaml']",aman,1:1667130752.8802545
0,"[19570688, 8192, 19570688, 8192, 1]",R,1,333,0.3,"[42491904, 202919936, 6627328, 1728512, 0, 50941952, 0]","[1000, 1000, 1000]",glances,"[23.72, 6.76, 0.67, 0.33, 0.14]",0.5151038028007466,,,,,,,,,pid,20.223755598068237,"['/home/aman/miniconda3/envs/srini/bin/python', '/home/aman/miniconda3/envs/srini/bin/glances', '-w', '--disable-webui']",aman,1:1667130752.8802545
0,"[16957440, 36864, 16957440, 36864, 1]",S,12,107,0.1,"[91451392, 987365376, 31166464, 70565888, 0, 141987840, 0]","[1000, 1000, 1000]",node,"[16.39, 10.33, 0.07, 0.16, 0.08]",1.108610237626014,,,,,,,,,pid,20.223755598068237,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=extensionHost', '--transformURIs', '--useHostProxy=true']",aman,1:1667130752.8802545
0,"[2965504, 0, 2965504, 0, 1]",S,14,42,0.1,"[59379712, 678588416, 27193344, 70565888, 0, 128753664, 0]","[1000, 1000, 1000]",node,"[11.37, 7.05, 8.53, 2.18, 0.01]",0.7198245449395049,,,,,,,,,pid,20.223755598068237,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=ptyHost', '--logsPath', '/home/aman/.vscode-server/data/logs/20221030T133819']",aman,1:1667130752.8802545
0,"[0, 0, 0, 0, 0]",S,1,2167,0.1,"[94208, 1855488, 0, 1003520, 0, 454656, 0]","[0, 0, 0]",init,"[0.04, 1.06, 67.95, 2.69, 0.0]",0.0011420269389258888,,,,,,,,,pid,20.223755598068237,['/init'],root,1:1667130752.8802545
0,"[62394368, 241664, 62394368, 241664, 1]",S,11,22,0.0,"[79220736, 963391488, 29003776, 70565888, 0, 119607296, 0]","[1000, 1000, 1000]",node,"[9.05, 2.84, 1.4, 0.27, 0.18]",0.9603453489463312,,,,,,,,,pid,20.223755598068237,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/server-main.js', '--host=127.0.0.1', '--port=0', '--connection-token=1271534397-1809869357-1414484343-3502442202', '--use-host-proxy', '--without-browser-env-var', '--disable-websocket-compression', '--accept-server-license-terms', '--telemetry-level=all']",aman,1:1667130752.8802545
0,"[0, 0, 0, 0, 0]",S,1,13129,0.0,"[71065600, 83218432, 53456896, 4096, 0, 66625536, 0]","[0, 0, 0]",apt,"[0.91, 0.05, 0.19, 0.13, 0.0]",0.8614855387114857,,,,,,,,,pid,20.223755598068237,"['apt', 'autoremove']",root,1:1667130752.8802545
0,"[0, 0, 0, 0, 1]",S,7,35,0.0,"[40984576, 601149440, 25001984, 70565888, 0, 57196544, 0]","[1000, 1000, 1000]",node,"[1.34, 0.51, 0.0, 0.0, 0.0]",0.4968313717779324,,,,,,,,,pid,20.223755598068237,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '-e', "" const net = require('net'); process.stdin.pause(); const client = net.createConnection({ host: '127.0.0.1', port: 44211 }, () => { client.pipe(process.stdout); process.stdin.pipe(client); }); client.on('close', function (hadError) { console.error(hadError ? 'Remote close with error' : 'Remote close'); process.exit(hadError ? 1 : 0); }); client.on('error', function (err) { process.stderr.write(err && (err.stack || err.message) || String(err)); });""]",aman,1:1667130752.8802545
0,"[823296, 0, 823296, 0, 1]",S,13,77,0.0,"[39411712, 721338368, 26550272, 70565888, 0, 104243200, 0]","[1000, 1000, 1000]",node,"[0.89, 0.41, 0.0, 0.0, 0.0]",0.4777644872323871,,,,,,,,,pid,20.223755598068237,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=fileWatcher']",aman,1:1667130752.8802545
0,"[0, 0, 0, 0, 0]",D,1,13178,0.0,"[38752256, 44445696, 2670592, 176128, 0, 36188160, 0]","[0, 0, 0]",dpkg,"[1.27, 1.09, 0.59, 0.11, 0.24]",0.4697702986599058,,,,,,,,,pid,20.223755598068237,"['/usr/bin/dpkg', '--status-fd', '40', '--no-triggers', '--force-depends', '--abort-after=1', '--remove', 'acpi-support:amd64', 'acpid:amd64', 'alsa-base:all', 'ark:amd64', 'libkf5baloowidgets-bin:amd64', 'dolphin:amd64', 'libkf5baloowidgets5:amd64', 'libkf5baloowidgets-data:all', 'baloo-kf5:amd64', 'bluez-cups:amd64', 'cdrdao:amd64', 'plasma-vault:amd64', 'cryfs:amd64', 'printer-driver-foo2zjs:amd64', 'dc:amd64', 'elisa:amd64', 'encfs:amd64', 'ffmpegthumbs:amd64', 'fonts-indic:all', 'fonts-beng:all', 'fonts-beng-extra:all', 'fonts-deva:all', 'fonts-deva-extra:all', 'fonts-gargi:all', 'fonts-knda:all', 'fonts-gubbi:all', 'fonts-gujr:all', 'fonts-gujr-extra:all', 'fonts-guru:all', 'fonts-guru-extra:all', 'fonts-kacst:all', 'fonts-kacst-one:all', 'fonts-kalapi:all', 'fonts-khmeros-core:all', 'fonts-lao:all', 'fonts-liberation2:all', 'fonts-lklug-sinhala:all', 'fonts-lohit-beng-assamese:all', 'fonts-lohit-beng-bengali:all', 'fonts-lohit-deva:all', 'fonts-lohit-gujr:all', 'fonts-lohit-guru:all', 'fonts-lohit-knda:all', 'fonts-mlym:all', 'fonts-lohit-mlym:all', 'fonts-orya:all', 'fonts-lohit-orya:all', 'fonts-taml:all', 'fonts-lohit-taml:all', 'fonts-lohit-taml-classical:all', 'fonts-telu:all', 'fonts-lohit-telu:all', 'fonts-nakula:all', 'fonts-navilu:all', 'fonts-noto-color-emoji:all', 'libreoffice-kf5:amd64', 'libreoffice-qt5:amd64', 'libreoffice-plasma:amd64', 'libreoffice-core:amd64', 'libreoffice-math:amd64', 'fonts-opensymbol:all', 'fonts-orya-extra:all', 'fonts-pagul:all', 'fonts-sahadeva:all', 'fonts-samyak-deva:all', 'fonts-samyak-gujr:all', 'fonts-samyak-mlym:all', 'fonts-samyak-taml:all', 'fonts-sarai:all', 'fonts-sil-abyssinica:all', 'fonts-sil-padauk:all', 'fonts-smc:all', 'fonts-smc-anjalioldlipi:all', 'fonts-smc-chilanka:all', 'fonts-smc-dyuthi:all', 'fonts-smc-gayathri:all', 'fonts-smc-karumbi:all', 'fonts-smc-keraleeyam:all', 'fonts-smc-manjari:all', 'fonts-smc-meera:all', 'fonts-smc-rachana:all', 'fonts-smc-raghumalayalamsans:all', 'fonts-smc-suruma:all', 'fonts-smc-uroob:all', 'fonts-telu-extra:all', 'fonts-thai-tlwg:all', 'fonts-tibetan-machine:all', 'fonts-tlwg-garuda:all', 'fonts-tlwg-garuda-ttf:all', 'fonts-tlwg-kinnari:all', 'fonts-tlwg-kinnari-ttf:all', 'fonts-tlwg-laksaman:all', 'fonts-tlwg-laksaman-ttf:all', 'fonts-tlwg-loma:all', 'fonts-tlwg-loma-ttf:all', 'fonts-tlwg-mono:all', 'fonts-tlwg-mono-ttf:all', 'fonts-tlwg-norasi:all', 'fonts-tlwg-norasi-ttf:all', 'fonts-tlwg-purisa:all', 'fonts-tlwg-purisa-ttf:all', 'fonts-tlwg-sawasdee:all', 'fonts-tlwg-sawasdee-ttf:all', 'fonts-tlwg-typewriter:all', 'fonts-tlwg-typewriter-ttf:all', 'fonts-tlwg-typist:all', 'fonts-tlwg-typist-ttf:all', 'fonts-tlwg-typo:all', 'fonts-tlwg-typo-ttf:all', 'fonts-tlwg-umpush:all', 'fonts-tlwg-umpush-ttf:all', 'fonts-tlwg-waree:all', 'fonts-tlwg-waree-ttf:all', 'fonts-yrsa-rasa:all', 'freerdp2-x11:amd64', 'usb-creator-kde:amd64', 'usb-creator-common:amd64', 'genisoimage:amd64', 'geoip-database:all', 'gir1.2-udisks-2.0:amd64', 'unar:amd64', 'gnustep-base-runtime:amd64', 'libgnustep-base1.26:amd64', 'gnustep-base-common:all', 'gnustep-common:amd64', 'go-mtpfs:amd64', 'gstreamer-qapt:amd64', 'gwenview:amd64', 'inputattach:amd64', 'kaccounts-integration:amd64', 'kamera:amd64', 'kate:amd64', 'kate5-data:all', 'kcalc:amd64', 'kde-config-tablet:amd64', 'kde-config-whoopsie:amd64', 'kde-spectacle:amd64', 'kpat:amd64', 'kdegames-card-data-kf5:all', 'kmahjongg:amd64', 'kdegames-mahjongg-data-kf5:all', 'kdegraphics-thumbnailers:amd64', 'kdenetwork-filesharing:amd64', 'kerneloops:amd64', 'kimageformat-plugins:amd64', 'kio-audiocd:amd64', 'kmines:amd64', 'konversation:amd64', 'konversation-data:all', 'krdc:amd64', 'plasma-widgets-addons:amd64', 'plasma-dataengines-addons:amd64', 'kross:amd64', 'ksudoku:amd64', 'ksystemlog:amd64', 'ktorrent:amd64', 'ktorrent-data:all', 'kubuntu-settings-desktop:all', 'kubuntu-wallpapers:all', 'kubuntu-wallpapers-focal:all', 'kubuntu-web-shortcuts:all', 'lame:amd64', 'laptop-detect:all', 'libreoffice-writer:amd64', 'libabw-0.1-1:amd64', 'libao4:amd64', 'libao-common:all', 'libavfilter7:amd64', 'libreoffice-calc:amd64', 'libreoffice-base-core:amd64', 'libcmis-0.5-5v5:amd64', 'libboost-date-time1.71.0:amd64', 'liborcus-0.15-0:amd64', 'libboost-filesystem1.71.0:amd64', 'libboost-iostreams1.71.0:amd64', 'libboost-locale1.71.0:amd64', 'libbs2b0:amd64', 'libreoffice-impress:amd64', 'libreoffice-draw:amd64', 'libcdr-0.1-1:amd64', 'libcfitsio8:amd64', 'libclucene-contribs1v5:amd64', 'libclucene-core1v5:amd64', 'lp-solve:amd64', 'libcolamd2:amd64', 'printer-driver-c2esp:amd64', 'printer-driver-splix:amd64', 'libcupsimage2:amd64', 'libdolphinvcs5:amd64', 'libe-book-0.1-1:amd64', 'libeot0:amd64', 'libepubgen-0.1-1:amd64', 'libetonyek-0.1-1:amd64', 'libexttextcat-2.0-0:amd64', 'libexttextcat-data:all', 'librubberband2:amd64', 'libfftw3-double3:amd64', 'libfreecell-solver0:amd64', 'libfreehand-0.1-1:amd64', 'libfreerdp-client2-2:amd64', 'libfreerdp2-2:amd64', 'libfwupdplugin1:amd64', 'libobjc4:amd64', 'libgc1c2:amd64', 'libgeoip1:amd64', 'libjuh-java:all', 'libjurt-java:all', 'libkf5cddb5:amd64', 'libkf5cddb-data:all', 'libkf5compactdisc5:amd64', 'libkf5compactdisc-data:all', 'libkf5kdcraw5:amd64', 'libkf5kdegamesprivate1:amd64', 'libkf5kdegames7:amd64', 'libkf5kdegames-data:all', 'libkf5kipi32.0.0:amd64', 'libkf5kipi-data:all', 'libkf5kmahjongglib5:amd64', 'libkf5kmahjongglib-data:all', 'libkf5krossui5:amd64', 'libkf5krosscore5:amd64', 'plasma-nm:amd64', 'libkf5modemmanagerqt6:amd64', 'libkf5plotting5:amd64', 'skanlite:amd64', 'libkf5sane5:amd64', 'libkf5sane-data:all', 'libkf5syndication5abi1:amd64', 'libkf5torrent6:amd64', 'plasma-runners-addons:amd64', 'libkf5unitconversion5:amd64', 'libkf5unitconversion-data:all', 'libkf5webkit5:amd64', 'partitionmanager:amd64', 'libkpmcore9:amd64', 'libktorrent-l10n:all', 'python3-uno:amd64', 'libreoffice-common:all', 'libuno-cppuhelpergcc3-3:amd64', 'uno-libs-private:amd64', 'ure:amd64', 'liblangtag1:amd64', 'liblangtag-common:all', 'liblilv-0-0:amd64', 'librdf0:amd64', 'librasqal3:amd64', 'libmhash2:amd64', 'libmspub-0.1-1:amd64', 'libmusicbrainz5cc2v5:amd64', 'libmwaw-0.3-3:amd64', 'libmythes-1.2-0:amd64', 'libneon27-gnutls:amd64', 'libzmq5:amd64', 'libnorm1:amd64', 'libodfgen-0.1-1:amd64', 'libopenal1:amd64', 'libopenal-data:all', 'libopenconnect5:amd64', 'libpagemaker-0.0-0:amd64', 'libperl4-corelibs-perl:all', 'libpgm-5.2-0:amd64', 'qml-module-qtwebengine:amd64', 'libqt5webengine5:amd64', 'qml-module-qtwebkit:amd64', 'signon-ui-x11:amd64', 'libqt5webkit5:amd64', 'qml-module-qtquick-xmllistmodel:amd64', 'libqt5xmlpatterns5:amd64', 'libraptor2-0:amd64', 'libraw19:amd64', 'libreoffice-style-breeze:all', 'libreoffice-style-tango:all', 'libreoffice-style-colibre:all', 'libwps-0.4-4:amd64', 'libwpg-0.3-3:amd64', 'librevenge-0.0-0:amd64', 'libridl-java:all', 'libsratom-0-0:amd64', 'libsord-0-0:amd64', 'libserd-0-0:amd64', 'signon-plugin-password:amd64', 'signond:amd64', 'signon-kwallet-extension:amd64', 'libsignon-extension1:amd64', 'libstoken1:amd64', 'libsuitesparseconfig5:amd64', 'libtinyxml2-6a:amd64', 'libtomcrypt1:amd64', 'libtommath1:amd64', 'libu2f-udev:all', 'libuno-purpenvhelpergcc3-3:amd64', 'libuno-cppu3:amd64', 'libuno-salhelpergcc3-3:amd64', 'libuno-sal3:amd64', 'libunoloader-java:all', 'libvidstab1.1:amd64', 'libvisio-0.1-1:amd64', 'libvncclient1:amd64', 'libwinpr2-2:amd64', 'libwpd-0.10-10:amd64', 'libxmlb1:amd64', 'libxmlsec1-nss:amd64', 'libyajl2:amd64', 'linux-sound-base:all', 'memtest86+:amd64', 'mscompress:amd64', 'syslinux:amd64', 'mtools:amd64', 'muon:amd64', 'p7zip-full:amd64', 'p7zip:amd64', 'pavucontrol-qt:amd64', 'pavucontrol-qt-l10n:all', 'pcmciautils:amd64', 'plasma-calendar-addons:amd64', 'plasma-discover-snap-backend:all', 'plasma-wallpapers-addons:amd64', 'plasma-workspace-wallpapers:all', 'policykit-desktop-privileges:all', 'print-manager:amd64', 'printer-driver-brlaser:amd64', 'printer-driver-foo2zjs-common:all', 'printer-driver-m2300w:amd64', 'printer-driver-min12xxw:amd64', 'printer-driver-pnm2ppa:amd64', 'printer-driver-ptouch:amd64', 'printer-driver-pxljr:amd64', 'printer-driver-sag-gdi:all', 'python3-dbus.mainloop.pyqt5:amd64', 'ubuntu-drivers-common:amd64', 'python3-xkit:all', 'qapt-deb-installer:amd64', 'qml-module-org-kde-kaccounts:amd64', 'qml-module-org-kde-prison:amd64', 'qml-module-qt-labs-platform:amd64', 'rfkill:amd64', 'sddm:amd64', 'sddm-theme-breeze:amd64', 'signon-ui-service:all', 'spice-vdagent:amd64', 'syslinux-common:all', 'syslinux-legacy:amd64', 'thunderbird:amd64', 'ubuntu-release-upgrader-qt:all', 'vlc:amd64', 'vlc-bin:amd64', 'vlc-l10n:all', 'vlc-plugin-notify:amd64', 'vlc-plugin-skins2:amd64', 'vlc-plugin-qt:amd64', 'vlc-plugin-samba:amd64', 'vlc-plugin-video-splitter:amd64', 'vlc-plugin-visualization:amd64', 'whoopsie:amd64']",root,1:1667130752.8802545
