nice,io_counters,status,num_threads,pid,cpu_percent,memory_info,gids,name,cpu_times,memory_percent,ionice,num_fds,num_ctx_switches,cpu_affinity,memory_swap,tcp,udp,extended_stats,key,time_since_update,cmdline,username,iteration&time
0,"[35528704, 0, 35528704, 0, 1]",S,1,414,0.2,"[75014144, 428290048, 26140672, 1728512, 0, 312012800, 0]","[1000, 1000, 1000]",python,"[25.31, 4.4, 0.0, 0.0, 0.22]",0.9093513634560316,"[0, 0]",6.0,"[87489, 55]","[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.0,0.0,True,pid,20.15196466445923,"['python', 'psaz_colllect.py', 'config.yaml']",aman,1:1667126804.803237
0,"[19386368, 8192, 19386368, 8192, 1]",R,1,333,0.2,"[41676800, 199507968, 9416704, 1728512, 0, 47529984, 0]","[1000, 1000, 1000]",glances,"[14.84, 4.12, 0.44, 0.17, 0.14]",0.5052227871117791,,,,,,,,,pid,20.15196466445923,"['/home/aman/miniconda3/envs/srini/bin/python', '/home/aman/miniconda3/envs/srini/bin/glances', '-w', '--disable-webui']",aman,1:1667126804.803237
0,"[16957440, 24576, 16957440, 24576, 1]",S,12,107,0.1,"[96862208, 986316800, 37900288, 70565888, 0, 140824576, 0]","[1000, 1000, 1000]",node,"[12.33, 7.17, 0.04, 0.14, 0.08]",1.1742023065964966,,,,,,,,,pid,20.15196466445923,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=extensionHost', '--transformURIs', '--useHostProxy=true']",aman,1:1667126804.803237
0,"[62394368, 241664, 62394368, 241664, 1]",S,11,22,0.0,"[86265856, 963391488, 35639296, 70565888, 0, 119607296, 0]","[1000, 1000, 1000]",node,"[7.99, 2.59, 1.4, 0.27, 0.18]",1.0457491026399195,,,,,,,,,pid,20.15196466445923,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/server-main.js', '--host=127.0.0.1', '--port=0', '--connection-token=1271534397-1809869357-1414484343-3502442202', '--use-host-proxy', '--without-browser-env-var', '--disable-websocket-compression', '--accept-server-license-terms', '--telemetry-level=all']",aman,1:1667126804.803237
0,"[2580480, 0, 2580480, 0, 1]",S,14,42,0.0,"[64344064, 677404672, 33222656, 70565888, 0, 127569920, 0]","[1000, 1000, 1000]",node,"[7.45, 4.5, 5.03, 1.04, 0.01]",0.7800043992863821,,,,,,,,,pid,20.15196466445923,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=ptyHost', '--logsPath', '/home/aman/.vscode-server/data/logs/20221030T133819']",aman,1:1667126804.803237
0,"[0, 0, 0, 0, 1]",S,7,35,0.0,"[45826048, 601149440, 30109696, 70565888, 0, 57196544, 0]","[1000, 1000, 1000]",node,"[1.06, 0.41, 0.0, 0.0, 0.0]",0.5555216257696889,,,,,,,,,pid,20.15196466445923,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '-e', "" const net = require('net'); process.stdin.pause(); const client = net.createConnection({ host: '127.0.0.1', port: 44211 }, () => { client.pipe(process.stdout); process.stdin.pipe(client); }); client.on('close', function (hadError) { console.error(hadError ? 'Remote close with error' : 'Remote close'); process.exit(hadError ? 1 : 0); }); client.on('error', function (err) { process.stderr.write(err && (err.stack || err.message) || String(err)); });""]",aman,1:1667126804.803237
0,"[823296, 0, 823296, 0, 1]",S,13,77,0.0,"[45101056, 721338368, 32509952, 70565888, 0, 104222720, 0]","[1000, 1000, 1000]",node,"[0.72, 0.25, 0.0, 0.0, 0.0]",0.5467329836744766,,,,,,,,,pid,20.15196466445923,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=fileWatcher']",aman,1:1667126804.803237
0,"[327680, 0, 327680, 0, 1]",S,7,152,0.0,"[44941312, 603897856, 32149504, 70565888, 0, 56119296, 0]","[1000, 1000, 1000]",node,"[0.56, 0.03, 0.0, 0.0, 0.0]",0.5447965032128197,,,,,,,,,pid,20.15196466445923,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/extensions/json-language-features/server/dist/node/jsonServerMain', '--node-ipc', '--clientProcessId=107']",aman,1:1667126804.803237
0,"[0, 0, 0, 0, 1]",S,7,70,0.0,"[42913792, 597684224, 30281728, 70565888, 0, 53579776, 0]","[1000, 1000, 1000]",node,"[1.09, 0.58, 0.0, 0.0, 0.0]",0.5202180973533277,,,,,,,,,pid,20.15196466445923,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '-e', "" const net = require('net'); process.stdin.pause(); const client = net.createConnection({ host: '127.0.0.1', port: 44211 }, () => { client.pipe(process.stdout); process.stdin.pipe(client); }); client.on('close', function (hadError) { console.error(hadError ? 'Remote close with error' : 'Remote close'); process.exit(hadError ? 1 : 0); }); client.on('error', function (err) { process.stderr.write(err && (err.stack || err.message) || String(err)); });""]",aman,1:1667126804.803237
0,"[0, 0, 0, 0, 1]",S,1,453,0.0,"[5361664, 10264576, 3575808, 724992, 0, 1794048, 0]","[1000, 1000, 1000]",bash,"[0.03, 0.0, 0.68, 0.08, 0.0]",0.06499622882843428,,,,,,,,,pid,20.15196466445923,"['/usr/bin/bash', '--init-file', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh']",aman,1:1667126804.803237
