pid,memory_percent,name,num_threads,cpu_percent,cpu_times,gids,status,io_counters,nice,memory_info,num_ctx_switches,ionice,num_fds,cpu_affinity,memory_swap,tcp,udp,extended_stats,key,time_since_update,cmdline,username,iteration&time
21030,0.8789138628663982,node,11,1.6,"[3.98, 2.33, 1.15, 0.62, 0.0]","[1000, 1000, 1000]",S,"[4096, 36864, 4096, 36864, 1]",0,"[72503296, 956350464, 35475456, 70565888, 0, 110661632, 0]","[1934, 24]","[0, 4]",30.0,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.0,0.0,True,pid,31.637094974517822,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/server-main.js', '--host=127.0.0.1', '--port=0', '--connection-token=3647676808-3054417961-232110392-2849842855', '--use-host-proxy', '--without-browser-env-var', '--disable-websocket-compression', '--accept-server-license-terms', '--telemetry-level=all']",aman,1:1667388414.3029668
21050,0.5928609413380483,node,13,0.7,"[0.54, 0.44, 0.22, 0.04, 0.0]","[1000, 1000, 1000]",S,"[0, 0, 0, 0, 1]",0,"[48906240, 659959808, 33058816, 70565888, 0, 107401216, 0]",,,,,,,,,pid,31.637094974517822,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=ptyHost', '--logsPath', '/home/aman/.vscode-server/data/logs/20221102T165538']",aman,1:1667388414.3029668
21115,0.9884987956581128,node,12,0.4,"[2.02, 0.56, 0.14, 1.29, 0.0]","[1000, 1000, 1000]",S,"[0, 16384, 0, 16384, 1]",0,"[81543168, 840970240, 37306368, 70565888, 0, 126402560, 0]",,,,,,,,,pid,31.637094974517822,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=extensionHost', '--transformURIs', '--useHostProxy=true']",aman,1:1667388414.3029668
21043,0.4601375496967919,node,7,0.3,"[0.24, 0.14, 0.0, 0.0, 0.0]","[1000, 1000, 1000]",S,"[0, 0, 0, 0, 1]",0,"[37957632, 601391104, 26808320, 70565888, 0, 54702080, 0]",,,,,,,,,pid,31.637094974517822,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '-e', "" const net = require('net'); process.stdin.pause(); const client = net.createConnection({ host: '127.0.0.1', port: 38237 }, () => { client.pipe(process.stdout); process.stdin.pipe(client); }); client.on('close', function (hadError) { console.error(hadError ? 'Remote close with error' : 'Remote close'); process.exit(hadError ? 1 : 0); }); client.on('error', function (err) { process.stderr.write(err && (err.stack || err.message) || String(err)); });""]",aman,1:1667388414.3029668
21078,0.42557882145799103,node,7,0.2,"[0.19, 0.22, 0.0, 0.0, 0.0]","[1000, 1000, 1000]",S,"[0, 0, 0, 0, 1]",0,"[35106816, 530186240, 26779648, 70565888, 0, 51519488, 0]",,,,,,,,,pid,31.637094974517822,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '-e', "" const net = require('net'); process.stdin.pause(); const client = net.createConnection({ host: '127.0.0.1', port: 38237 }, () => { client.pipe(process.stdout); process.stdin.pipe(client); }); client.on('close', function (hadError) { console.error(hadError ? 'Remote close with error' : 'Remote close'); process.exit(hadError ? 1 : 0); }); client.on('error', function (err) { process.stderr.write(err && (err.stack || err.message) || String(err)); });""]",aman,1:1667388414.3029668
21215,0.3639590201011637,glances,1,0.2,"[0.33, 0.09, 0.0, 0.01, 0.12]","[1000, 1000, 1000]",R,"[8032256, 8192, 7913472, 8192, 1]",0,"[30023680, 189960192, 9289728, 1728512, 0, 37982208, 0]",,,,,,,,,pid,31.637094974517822,"['/home/aman/miniconda3/envs/srini/bin/python', '/home/aman/miniconda3/envs/srini/bin/glances', '-w', '--disable-webui']",aman,1:1667388414.3029668
21042,0.0013406403196086522,init,1,0.1,"[0.0, 0.1, 0.0, 0.0, 0.0]","[0, 0, 0]",S,"[0, 0, 0, 0, 0]",0,"[110592, 1871872, 0, 1003520, 0, 471040, 0]",,,,,,,,,pid,31.637094974517822,['/init'],root,1:1667388414.3029668
21076,0.0013406403196086522,init,1,0.1,"[0.01, 0.07, 0.0, 0.0, 0.0]","[0, 0, 0]",S,"[0, 0, 0, 0, 0]",0,"[110592, 1871872, 0, 1003520, 0, 471040, 0]",,,,,,,,,pid,31.637094974517822,['/init'],root,1:1667388414.3029668
21386,0.8614358853663151,python,1,0.0,"[0.9, 0.61, 0.0, 0.0, 0.14]","[1000, 1000, 1000]",S,"[16523264, 0, 0, 0, 0]",0,"[71061504, 427003904, 24817664, 1728512, 0, 310726656, 0]",,,,,,,,,pid,31.637094974517822,"['python', 'psaz_collect.py', 'config.yaml']",aman,1:1667388414.3029668
21085,0.5314397533619039,node,13,0.0,"[0.37, 1.15, 0.0, 0.0, 0.0]","[1000, 1000, 1000]",S,"[4096, 0, 4096, 0, 1]",0,"[43839488, 855556096, 32415744, 70565888, 0, 103956480, 0]",,,,,,,,,pid,31.637094974517822,"['/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/node', '/home/aman/.vscode-server/bin/d045a5eda657f4d7b676dedbfa7aab8207f8a075/out/bootstrap-fork', '--type=fileWatcher']",aman,1:1667388414.3029668
